Giocatore;Ruolo;Squadra;Età;Minuti Giocati;Cartellini Gialli;Cartellini Rossi;Cartellini Gialli/Rossi;Falli;Fallo Subito;Fuorigioco;Cross;Intercettazioni;Tackle Vinti;Rigori Guadagnati;Rigori Concessi;Autoreti;Recupero Palla;Aerei Vinti;Aerei Persi;Percentuale Aerei Vinti;Link Giocatore
Tomáš Suslov;Cen.Att;Hellas Verona;22;20.5;6;1;1;46;59;2;42;18;36;0;0;0;83;4;22;15.4;https://fbref.com/it/calciatori/83fe71b8/Tomas-Suslov
Zion Suzuki;Por;Parma;22;28.8;2;1;1;3;2;0;0;0;0;0;1;0;36;11;1;91.7;https://fbref.com/it/calciatori/51e1f4f5/Zion-Suzuki
Marin Šverko;Dif;Venezia;27;11.6;3;0;0;9;8;0;2;16;6;0;1;0;42;18;18;50.0;https://fbref.com/it/calciatori/06dba850/Marin-Sverko
Mile Svilar;Por;Roma;25;30.0;1;0;0;0;5;0;0;0;0;0;0;0;44;4;0;100.0;https://fbref.com/it/calciatori/bcf5058a/Mile-Svilar
Michael Svoboda;Dif;Venezia;26;14.6;1;0;0;7;11;0;2;22;14;0;0;0;71;35;28;55.6;https://fbref.com/it/calciatori/8abd174d/Michael-Svoboda
Adrien Tameze;Cen.Dif;Torino;31;6.7;3;0;0;7;4;0;9;10;2;0;1;0;24;9;8;52.9;https://fbref.com/it/calciatori/8da74c05/Adrien-Tameze
Mehdi Taremi;Att;Inter;32;6.3;1;0;0;7;8;4;1;0;1;0;0;0;22;14;15;48.3;https://fbref.com/it/calciatori/4c2a5d34/Mehdi-Taremi
Nuno Tavares;Dif;Lazio;25;16.9;4;1;1;17;29;1;108;19;21;0;1;0;93;9;11;45.0;https://fbref.com/it/calciatori/a65c844b/Nuno-Tavares
Loum Tchaouna;Att.Cen;Lazio;21;6.6;4;1;1;10;6;0;29;3;4;0;0;0;15;5;26;16.1;https://fbref.com/it/calciatori/a3c8b4d3/Loum-Tchaouna
Jackson Tchatchoua;Dif.Cen;Hellas Verona;23;27.2;6;1;0;22;8;6;81;10;28;0;1;0;92;26;24;52.0;https://fbref.com/it/calciatori/aeca7743/Jackson-Tchatchoua
Casper Tengstedt;Att.Cen;Hellas Verona;24;15.4;2;0;0;5;8;5;8;3;5;0;0;0;33;18;54;25.0;https://fbref.com/it/calciatori/ff2fb007/Casper-Tengstedt
Filippo Terracciano;Dif.Cen;Milan;22;5.9;2;0;0;8;9;1;3;6;5;0;0;0;21;10;5;66.7;https://fbref.com/it/calciatori/5cbb5ad6/Filippo-Terracciano
Pietro Terracciano;Por;Fiorentina;35;3.0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;;https://fbref.com/it/calciatori/e1b0a70d/Pietro-Terracciano
Florian Thauvin;Att.Cen;Udinese;32;21.7;0;0;0;10;27;3;168;7;14;0;0;0;68;5;10;33.3;https://fbref.com/it/calciatori/2b9fdeea/Florian-Thauvin
Malick Thiaw;Dif;Milan;23;18.2;2;0;0;22;5;0;3;14;15;0;0;2;60;45;27;62.5;https://fbref.com/it/calciatori/ff5ea0bf/Malick-Thiaw
Morten Thorsby;Cen;Genoa;28;17.2;4;0;0;47;12;8;8;4;28;0;2;1;42;88;84;51.2;https://fbref.com/it/calciatori/d1b49282/Morten-Thorsby
Khéphren Thuram;Cen;Juventus;24;19.2;4;0;0;24;18;0;8;9;13;0;0;0;82;23;22;51.1;https://fbref.com/it/calciatori/7d9397f8/Khephren-Thuram
Marcus Thuram;Att;Inter;27;23.2;1;0;0;26;33;12;12;3;10;2;0;0;66;40;32;55.6;https://fbref.com/it/calciatori/6f8cd6d0/Marcus-Thuram
Cheikh Tidiane Niasse;Cen;Hellas Verona;25;6.4;3;0;0;9;10;0;1;16;10;0;0;0;24;14;16;46.7;https://fbref.com/it/calciatori/ff20acfe/Cheikh-Tidiane-Niasse
Rafael Tolói;Dif;Atalanta;34;3.8;0;0;0;4;2;0;2;7;5;0;0;0;27;9;1;90.0;https://fbref.com/it/calciatori/c56dc39e/Rafael-Toloi
Fikayo Tomori;Dif;Milan;27;10.8;3;1;1;7;5;0;2;11;16;0;0;0;42;21;18;53.8;https://fbref.com/it/calciatori/7edfbb8a/Fikayo-Tomori
Lorenzo Tosto;Dif;Empoli;19;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;https://fbref.com/it/calciatori/a8c67cdb/Lorenzo-Tosto
Souleymane Touré;Dif;Udinese;22;8.1;2;2;0;15;6;1;6;9;6;0;0;1;23;7;5;58.3;https://fbref.com/it/calciatori/01fd01e8/Souleymane-Toure
Stefano Turati;Por;Monza;23;25.7;1;0;0;0;12;0;0;0;0;0;0;0;26;3;0;100.0;https://fbref.com/it/calciatori/bf168004/Stefano-Turati
Kacper Urbanski;Cen;Bologna;20;2.7;2;0;0;5;4;0;8;2;2;0;0;0;16;2;8;20.0;https://fbref.com/it/calciatori/2d9d9e42/Kacper-Urbanski
